full_ann_return,full_ann_vol,full_max_drawdown,full_sharpe,full_calmar,full_ann_bench,full_excess,oos_2025_ann_return,oos_2025_ann_vol,oos_2025_max_drawdown,oos_2025_sharpe,oos_2025_calmar,oos_2025_ann_bench,oos_2025_excess,defensive_symbol,defensive_name
0.07089989048033019,0.0876720543382535,-0.07484398494100009,0.5235407203216741,0.9473024523777155,0.004793629881378436,0.06610626059895175,0.2192943722424232,0.08760253857753178,-0.05483075667534765,2.217908012682359,3.999477401722959,0.21334541399075846,0.005948958251664749,511360,短融ETF
