date,v2.9_final,risk_strategy,gold,defensive,benchmark
2021-06-23,1.2236553872628892,1.3395627376174237,1.075221238938053,1.0216916276702952,134127.78921843125
2021-06-24,1.2222192073190359,1.3389900278991307,1.0702064896755161,1.021771449667242,134351.36185178594
2021-06-25,1.2255142071260612,1.3454243687263654,1.0690265486725663,1.021941071410754,136540.02849117917
2021-06-28,1.2244941194119117,1.3429128433315953,1.0705014749262536,1.022000937908464,136847.29754625127
2021-06-29,1.2220503804955436,1.339988430084767,1.0666666666666667,1.022140626403121,135252.1927967399
2021-06-30,1.2233409867469671,1.3454975309904567,1.0572271386430678,1.0239765323328978,136125.01201898334
2021-07-01,1.2253735795130747,1.3443569819825714,1.0705014749262536,1.0222304261496862,136271.53287182175
2021-07-02,1.2169628338579153,1.3285418797269024,1.0713864306784662,1.0223800923939614,132400.78182672392
2021-07-05,1.2199292588753,1.3322460946866286,1.075221238938053,1.0226295361344202,132522.6002487441
2021-07-06,1.2227551984150402,1.3331779712502048,1.0852507374631268,1.022789180128314,132452.55791325957
2021-07-07,1.2257687500015888,1.3389601464611227,1.0843657817109145,1.0229188908733524,133947.8888150885
2021-07-08,1.221869968203664,1.3325209652377554,1.0825958702064895,1.023078534867246,132586.83178035473
2021-07-09,1.2239677726873452,1.334907053797269,1.0855457227138643,1.0235774223481635,132096.40514488053
2021-07-12,1.2275788092841677,1.3421313798301895,1.0837758112094396,1.0237270885924388,133745.13605749724
2021-07-13,1.2311945695588384,1.34678445818456,1.0882005899705014,1.0239765323328978,133989.81519819662
2021-07-14,1.2301946545687423,1.3445132776470778,1.0890855457227138,1.0241661095756462,132452.06282234652
2021-07-15,1.234290910143966,1.348384629905813,1.0976401179941002,1.02432575356954,134233.81684606764
2021-07-16,1.232008368902702,1.3453753553742398,1.0946902654867257,1.0244654420641968,132756.62190610523
2021-07-19,1.2291853625016307,1.344034577832975,1.0852507374631268,1.0246250860580906,133244.4688573484
2021-07-20,1.2304453106453268,1.3425727315514786,1.0941002949852507,1.024864552048931,133127.18442579484
2021-07-21,1.2327766726247131,1.348436291995478,1.0899705014749261,1.0250142182932063,134040.47081582382
2021-07-22,1.233683277065541,1.3534382470134227,1.0817109144542771,1.0251439290382447,134241.34743942888
2021-07-23,1.2337814710028796,1.3514428734492894,1.0867256637168141,1.0253335062809934,132612.13353175187
2021-07-26,1.2262880295716247,1.3366008700321548,1.0893805309734512,1.0254731947756504,128340.56730643703
2021-07-27,1.213440756715471,1.3169244794101087,1.0802359882005899,1.0256527942687805,123806.94164363408
2021-07-28,1.2123795385539087,1.310693789231268,1.0908554572271385,1.0256428165191624,124045.88815270895
2021-07-29,1.2181431753448426,1.3199016314648353,1.0938053097345133,1.025632838769544,126385.63569282371
2021-07-30,1.2160988596174478,1.3147217716549375,1.0973451327433628,1.0257825050138192,125366.66042157252
2021-08-02,1.2200813070679064,1.3265671003625923,1.0855457227138643,1.0258822825100027,128560.4137292358
2021-08-03,1.217863975763576,1.3223041277077334,1.0858407079646017,1.026171637248935,128579.22718393069
2021-08-04,1.2224246968463066,1.3295392534532846,1.0882005899705014,1.0263113257435919,129735.91590125178
2021-08-05,1.221869326465595,1.3289786025483825,1.0870206489675516,1.0263911477405385,128949.55518687205
2021-08-06,1.2229978661010936,1.3335313099866302,1.0805309734513273,1.0267104357283259,128243.26891331974
2021-08-09,1.218493773680298,1.3368312210121973,1.0525073746312683,1.0268102132245094,129910.89145288077
2021-08-10,1.2189327617231844,1.3396365067239822,1.047787610619469,1.026800235474891,131411.40778058823
2021-08-11,1.2223994675032688,1.34648502284016,1.0466076696165192,1.0268102132245094,130686.82920067052
2021-08-12,1.2263611606323508,1.3496533410429623,1.056047197640118,1.026939923969548,129592.6782828892
2021-08-13,1.227588869999732,1.3504442302777584,1.05929203539823,1.0271195234626782,128879.538908804
2021-08-16,1.230302324003943,1.3516105141768933,1.068141592920354,1.02722927870848,128751.46670682984
2021-08-17,1.2283050146348973,1.3433235197879592,1.07905604719764,1.02728914520619,126050.22462795871
2021-08-18,1.2287346945981188,1.343827099699762,1.079646017699115,1.027368967203137,127531.19789331
2021-08-19,1.2242610055816803,1.3370890119849652,1.0761061946902655,1.027488700198557,126694.78088188199
2021-08-20,1.2260393252110848,1.338895535891803,1.0793510324483775,1.0276882551909243,124274.802556441
2021-08-23,1.2311546742850834,1.3490250375890684,1.0772861356932153,1.027768077187871,126010.48706783449
