variant,description,full_ann_return,full_ann_vol,full_max_drawdown,full_sharpe,full_calmar,full_ann_bench,full_excess,oos_2025_ann_return,oos_2025_ann_vol,oos_2025_max_drawdown,oos_2025_sharpe,oos_2025_calmar,oos_2025_ann_bench,oos_2025_excess,rolling_windows,rolling_ann_mean,rolling_excess_mean,rolling_mdd_mean,rolling_sharpe_mean,rolling_positive_excess_rate,family_score
sweep_tvol012_max090_min025_gs050,V2.7目标波动扫描：目标波动12%，风险仓25%-90%,0.0724111779338612,0.10290249231239514,-0.11077272519853498,0.4607388690832543,0.6536914010563575,0.004793629881378436,0.06761754805248277,0.22447457859813702,0.10274177298835982,-0.07322981283596663,1.9415138827781042,3.065344152947048,0.21334541399075846,0.011129164607378561,13,0.0382938507788145,0.06855975636848452,-0.029626132276956967,0.36815780289378097,0.6153846153846154,4
sweep_tvol012_max090_min035_gs050,V2.7目标波动扫描：目标波动12%，风险仓35%-90%,0.0724111779338612,0.10290249231239514,-0.11077272519853498,0.4607388690832543,0.6536914010563575,0.004793629881378436,0.06761754805248277,0.22447457859813702,0.10274177298835982,-0.07322981283596663,1.9415138827781042,3.065344152947048,0.21334541399075846,0.011129164607378561,13,0.0382938507788145,0.06855975636848452,-0.029626132276956967,0.36815780289378097,0.6153846153846154,4
no_gold_sweep_tvol012_max090_min025_gs050,风险策略不含黄金；V2.7目标波动扫描：目标波动12%，风险仓25%-90%,0.07601627938933198,0.11101224602827445,-0.11077369383015079,0.45955542036631075,0.6862304285518155,0.004793629881378436,0.07122264950795354,0.17985863342575747,0.1098750195425311,-0.09340212021334282,1.4094071070068284,1.9256375874009768,0.21334541399075846,-0.033486780565000984,13,0.028479503481931547,0.05874540907160158,-0.03332313848571606,0.12651618613818036,0.6153846153846154,4
no_gold_sweep_tvol012_max090_min035_gs050,风险策略不含黄金；V2.7目标波动扫描：目标波动12%，风险仓35%-90%,0.07601627938933198,0.11101224602827445,-0.11077369383015079,0.45955542036631075,0.6862304285518155,0.004793629881378436,0.07122264950795354,0.17985863342575747,0.1098750195425311,-0.09340212021334282,1.4094071070068284,1.9256375874009768,0.21334541399075846,-0.033486780565000984,13,0.028479503481931547,0.05874540907160158,-0.03332313848571606,0.12651618613818036,0.6153846153846154,4
no_gold_sweep_tvol010_max090_min035_gs075,风险策略不含黄金；V2.7目标波动扫描：目标波动10%，风险仓35%-90%,0.07657085815995202,0.11235080591494737,-0.11095893764222009,0.4590163616538057,0.6900828341277905,0.004793629881378436,0.07177722827857358,0.19228202971396868,0.11104164192451979,-0.09151899647968753,1.5064801529833116,2.1010067538999437,0.21334541399075846,-0.021063384276789776,13,0.036893803466435435,0.06715970905610544,-0.03333849234502129,0.24840287671245595,0.6153846153846154,4
sweep_tvol014_max090_min025_gs050,V2.7目标波动扫描：目标波动14%，风险仓25%-90%,0.07250580331353396,0.10411323157822201,-0.11077272519853532,0.4562897779024566,0.6545456310078455,0.004793629881378436,0.06771217343215552,0.22949940714559935,0.10269521372818051,-0.0732298128359663,1.9913236432505992,3.1339614053046216,0.21334541399075846,0.016153993154840895,13,0.037155488402133306,0.06742139399180332,-0.030198090709287456,0.34890810775093706,0.6153846153846154,4
sweep_tvol014_max090_min035_gs050,V2.7目标波动扫描：目标波动14%，风险仓35%-90%,0.07250580331353396,0.10411323157822201,-0.11077272519853532,0.4562897779024566,0.6545456310078455,0.004793629881378436,0.06771217343215552,0.22949940714559935,0.10269521372818051,-0.0732298128359663,1.9913236432505992,3.1339614053046216,0.21334541399075846,0.016153993154840895,13,0.037155488402133306,0.06742139399180332,-0.030198090709287456,0.34890810775093706,0.6153846153846154,4
sweep_tvol010_max080_min025_gs025,V2.7目标波动扫描：目标波动10%，风险仓25%-80%,0.06617654906311632,0.0903797867492723,-0.09851925707287001,0.4555946693849425,0.6717118158348339,0.004793629881378436,0.06138291918173788,0.2006010053760947,0.09140274404065399,-0.06471781691280709,1.9211787044160418,3.0996256509449336,0.21334541399075846,-0.01274440861466375,13,0.0343675859086309,0.06463349149830092,-0.026069917136796218,0.3163643214527672,0.6153846153846154,4
sweep_tvol014_max090_min045_gs050,V2.7目标波动扫描：目标波动14%，风险仓45%-90%,0.0724712729975805,0.10437563141670181,-0.11077272519853532,0.4548118402087512,0.6542339088226994,0.004793629881378436,0.06767764311620206,0.2294994071455987,0.10269521372818029,-0.0732298128359663,1.991323643250597,3.1339614053046123,0.21334541399075846,0.01615399315484023,13,0.037072612345037906,0.06733851793470794,-0.03033472018295158,0.3476741968038495,0.6153846153846154,4
no_gold_sweep_tvol008_max080_min025_gs050,风险策略不含黄金；V2.7目标波动扫描：目标波动8%，风险仓25%-80%,0.06879714883544819,0.09633249372073517,-0.09889813818637305,0.4546456459687914,0.6956364406557412,0.004793629881378436,0.06400351895406975,0.19344477949498873,0.09678466049300266,-0.0745631819242627,1.7404078150087323,2.5943739859637374,0.21334541399075846,-0.01990063449576973,13,0.03682609003657733,0.06709199562624733,-0.028778447610382167,0.3128201120092588,0.6153846153846154,4
