variant,min_family_score,pass_4of4_rate,worst_ann_return,worst_max_drawdown,worst_sharpe,worst_calmar
v2.7_gold_heavy_55_45_0,2,0.6,0.04095681091652703,-0.10502077198227999,0.20851396592187552,0.6022681252031928
v2.7_conservative_55_22_22,2,0.26666666666666666,0.04095681091652703,-0.06973703094605677,0.20851396592187552,0.6022681252031928
v2.7_practical_60_30_10,1,0.4,0.044469308324655454,-0.08346310795623224,0.2332120635478139,0.5999814942732125
v2.6_original_70_15_15,1,0.3333333333333333,0.0513820982688411,-0.08722721720284665,0.27087132550522863,0.5953160293075075
v2.9_gold_cap20_60_20_20,1,0.26666666666666666,0.044469308324655454,-0.07549720739349453,0.2332120635478139,0.5999814942732125
