full_ann_return,full_ann_vol,full_max_drawdown,full_sharpe,full_calmar,full_ann_bench,full_excess,oos_2025_ann_return,oos_2025_ann_vol,oos_2025_max_drawdown,oos_2025_sharpe,oos_2025_calmar,oos_2025_ann_bench,oos_2025_excess,defensive_symbol,defensive_name
0.07270817253178508,0.08839523602841555,-0.07507728393715174,0.5397142954225361,0.9684443645117758,0.004793629881378436,0.06791454265040664,0.21994501360465568,0.08709564576791845,-0.05511074860433052,2.2382865628451816,3.9909639983981773,0.21334541399075846,0.006599599613897222,511360,短融ETF
