date,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率
2018-11-06,99.854,100.597,101.001,99.854,968,10009731.0,1.14,0.17,0.168,0.06
2018-11-07,100.627,100.719,100.719,100.627,989,10243167.0,0.09,0.12,0.122,0.07
2018-11-08,100.951,101.036,101.037,100.951,1015,10537534.0,0.09,0.31,0.317,0.07
2018-11-09,100.936,100.966,100.966,100.936,986,10239036.0,0.03,-0.07,-0.07,0.07
2018-11-12,101.316,101.007,101.316,101.007,1117,11602458.0,0.31,0.04,0.041,0.07
2018-11-13,100.949,101.011,101.024,100.947,804,8348029.0,0.08,0.0,0.004,0.05
2018-11-14,101.117,101.339,101.385,101.116,10669,111112177.0,0.27,0.32,0.328,0.71
2018-11-15,101.481,101.647,101.654,101.156,16358,170648142.0,0.49,0.3,0.308,1.08
2018-11-16,101.696,101.844,101.918,101.696,18383,192267982.0,0.22,0.19,0.197,1.22
2018-11-19,102.054,101.979,102.354,101.969,4164,43692120.0,0.38,0.13,0.135,0.28
2018-11-20,101.781,101.872,101.936,101.781,19227,201440000.0,0.15,-0.1,-0.107,1.27
2018-11-21,102.036,101.879,102.036,101.833,16187,169584091.0,0.2,0.01,0.007,1.07
2018-11-22,102.944,101.81,102.944,101.81,18558,194482851.0,1.11,-0.07,-0.069,1.23
2018-11-23,101.906,101.82,101.907,101.638,16327,170825580.0,0.26,0.01,0.01,1.08
2018-11-26,101.734,101.634,101.782,101.618,11776,123117923.0,0.16,-0.18,-0.186,0.78
2018-11-27,101.434,101.643,101.643,101.434,15958,166696417.0,0.21,0.01,0.009,1.06
2018-11-28,101.656,101.681,101.699,101.656,10880,113758979.0,0.04,0.04,0.038,0.72
2018-11-29,101.746,101.888,102.132,101.746,10393,108799327.0,0.38,0.2,0.207,0.69
2018-11-30,101.841,101.723,101.888,98.781,12670,132648359.0,3.05,-0.16,-0.165,0.84
2018-12-03,101.723,101.873,101.877,101.536,12577,131708421.0,0.34,0.15,0.15,0.83
2018-12-04,101.914,102.102,102.112,101.914,9478,99435286.0,0.19,0.22,0.229,0.63
2018-12-05,102.335,102.359,102.856,102.14,14353,151303298.0,0.7,0.25,0.257,0.95
2018-12-06,102.364,102.475,102.616,102.338,14719,154959798.0,0.27,0.11,0.116,0.97
2018-12-07,102.391,102.516,102.545,102.391,7533,79375112.0,0.15,0.04,0.041,0.5
2018-12-10,102.516,102.635,102.956,102.486,14500,153043524.0,0.46,0.12,0.119,0.96
2018-12-11,102.684,102.79,102.794,102.684,3710,39179384.0,0.11,0.15,0.155,0.25
2018-12-12,102.79,102.821,102.832,102.64,1414,14941560.0,0.19,0.03,0.031,0.09
2018-12-13,102.549,102.471,102.691,102.386,940,9905651.0,0.3,-0.34,-0.35,0.06
2018-12-14,102.156,102.118,102.436,101.865,1977,20760416.0,0.56,-0.34,-0.353,0.13
2018-12-17,102.238,102.046,102.238,102.036,12605,132289429.0,0.2,-0.07,-0.072,0.83
2018-12-18,101.796,101.882,102.046,101.736,2694,28199719.0,0.3,-0.16,-0.164,0.18
2018-12-19,101.913,102.021,102.021,101.906,6463,67765520.0,0.11,0.14,0.139,0.43
2018-12-20,102.386,102.331,102.386,102.166,12120,127489204.0,0.22,0.3,0.31,0.8
2018-12-21,102.334,102.558,102.696,102.331,15552,164035611.0,0.36,0.22,0.227,1.03
2018-12-24,102.452,102.386,102.551,102.345,8526,89737140.0,0.2,-0.17,-0.172,0.56
2018-12-25,102.386,102.442,102.536,102.286,11817,124420020.0,0.24,0.05,0.056,0.78
2018-12-26,102.574,102.672,102.672,102.485,4488,47283939.0,0.18,0.22,0.23,0.3
2018-12-27,102.672,102.794,102.816,102.542,17165,181329284.0,0.27,0.12,0.122,1.14
2018-12-28,102.847,103.27,103.436,102.847,44686,474038576.0,0.57,0.46,0.476,2.96
2019-01-02,103.036,103.216,103.329,102.824,34564,366828624.0,0.49,-0.05,-0.054,2.29
2019-01-03,103.216,103.393,103.393,103.216,3386,35960846.0,0.17,0.17,0.177,0.22
2019-01-04,103.416,103.255,103.576,103.136,2113,22445327.0,0.43,-0.13,-0.138,0.14
2019-01-07,103.226,103.143,103.252,103.046,642,6807891.0,0.2,-0.11,-0.112,0.04
2019-01-08,103.176,103.228,103.259,103.136,1347,14285252.0,0.12,0.08,0.085,0.09
2019-01-09,103.257,103.308,103.318,103.211,935,9919823.0,0.1,0.08,0.08,0.06
2019-01-10,103.321,103.327,103.421,103.318,595,6321295.0,0.1,0.02,0.019,0.04
2019-01-11,103.327,103.32,103.337,103.277,1095,11627258.0,0.06,-0.01,-0.007,0.07
2019-01-14,103.349,103.28,103.362,103.236,1199,12723842.0,0.12,-0.04,-0.04,0.08
2019-01-15,103.24,103.236,103.291,103.195,701,7438166.0,0.09,-0.04,-0.044,0.05
2019-01-16,103.244,103.488,103.73,103.244,1669,17730804.0,0.47,0.24,0.252,0.11
2019-01-17,103.716,103.675,103.716,103.616,1289,13732463.0,0.1,0.18,0.187,0.09
2019-01-18,103.636,103.576,103.648,103.566,1136,12094432.0,0.08,-0.1,-0.099,0.08
2019-01-21,103.536,103.436,103.547,103.331,971,10320979.0,0.21,-0.14,-0.14,0.06
2019-01-22,103.326,103.455,103.476,103.326,2062,21922145.0,0.15,0.02,0.019,0.14
2019-01-23,103.416,103.357,103.436,103.334,334,3548688.0,0.1,-0.09,-0.098,0.02
2019-01-24,103.337,103.399,103.415,103.303,368,3909747.0,0.11,0.04,0.042,0.02
2019-01-25,103.399,103.249,103.399,103.219,1010,10718552.0,0.17,-0.15,-0.15,0.07
2019-01-28,103.2,103.245,103.256,103.146,1678,17797694.0,0.11,0.0,-0.004,0.11
2019-01-29,103.199,103.317,103.32,103.199,1233,13089414.0,0.12,0.07,0.072,0.08
2019-01-30,103.386,103.405,103.425,103.386,411,4367550.0,0.04,0.09,0.088,0.03
2019-01-31,103.436,103.487,103.551,103.436,591,6285339.0,0.11,0.08,0.082,0.04
2019-02-01,103.587,103.592,103.69,103.555,534,5684737.0,0.13,0.1,0.105,0.04
2019-02-11,103.592,103.777,103.777,103.536,1205,12839364.0,0.23,0.18,0.185,0.08
2019-02-12,103.781,103.856,103.926,103.781,647,6906235.0,0.14,0.08,0.079,0.04
2019-02-13,103.857,103.915,103.951,103.857,2638,28169652.0,0.09,0.06,0.059,0.17
2019-02-14,103.916,103.787,103.954,103.211,1263,13471701.0,0.72,-0.12,-0.128,0.08
2019-02-15,103.806,103.915,104.036,103.806,3373,35999357.0,0.22,0.12,0.128,0.22
2019-02-18,103.884,103.812,103.884,103.811,7593,80999996.0,0.07,-0.1,-0.103,0.5
2019-02-19,103.736,103.723,103.746,103.556,10333,110085784.0,0.18,-0.09,-0.089,0.68
2019-02-20,103.721,103.611,103.721,103.564,5892,62745245.0,0.15,-0.11,-0.112,0.39
2019-02-21,103.606,103.537,103.608,103.49,4360,46412275.0,0.11,-0.07,-0.074,0.29
2019-02-22,103.526,103.37,103.526,103.295,1603,17038914.0,0.22,-0.16,-0.167,0.11
2019-02-25,103.336,103.25,103.397,103.136,4309,45711075.0,0.25,-0.12,-0.12,0.28
2019-02-26,103.151,102.936,103.151,102.816,2527,26746825.0,0.32,-0.3,-0.314,0.17
2019-02-27,102.944,103.136,103.145,102.944,3639,38538353.0,0.2,0.19,0.2,0.24
